0      0.200063           0.5       0.83095 -2.18681e-005        0.0125   -0.00521752    0.00249999 -5.19175e-006     -0.381003  -0.000872214      0.250001     -0.104358
0.1     0.202018      0.49998     0.823712 4.36168e-005    0.0320227   -0.0178359    0.0452032 -0.000572965     0.438731   0.00035357     0.187384    -0.129326
0.2    0.208231    0.499878    0.863743 0.000288986   0.0452829  -0.0329138   0.0811554 -0.00164753    0.376681  0.00234434    0.124752   -0.153869
0.3    0.218347    0.499614    0.893304 0.000883426   0.0522779  -0.0503774    0.123267 -0.00392434    0.250664   0.0062278   0.0620825   -0.177618
0.4    0.233057    0.499032    0.913103  0.00176712   0.0555417  -0.0692223    0.171555 -0.00803549    0.165016  0.00887899   0.0306325   -0.189179
0.5      0.25276     0.497933      0.92585   0.00296577    0.0556581   -0.0892073     0.222785   -0.0143275      0.10906    0.0121987 -0.000860093    -0.200564
0.6    0.277692    0.496146    0.936446 -0.00127544   0.0501113   -0.109422    0.272453  -0.0204075   0.0658114   -0.049951  -0.0630859   -0.202288
0.7    0.307321    0.493928    0.942265 -0.00330901   0.0467526   -0.129573    0.318544  -0.0236453   0.0385591  -0.0182066  -0.0315354   -0.201435
0.8    0.340855    0.491471    0.935548 -0.00361057   0.0379383   -0.151388    0.359827  -0.0259375   0.0382121  0.00248077   -0.107047   -0.223704
0.9    0.378665    0.488813    0.940888 -0.00625901   0.0301865   -0.173814    0.393732  -0.0266348     0.04403  -0.0280346  -0.0754084   -0.224228
1    0.419401    0.486219    0.945063 -0.00606281   0.0197058    -0.19618    0.418562  -0.0251229   0.0264082  0.00451911   -0.106795   -0.223616
1.1    0.462155    0.483865     0.94776 -0.00850638    0.011978   -0.218574    0.434951  -0.0214217   0.0146065  -0.0259857  -0.0751783    -0.22391
1.2     0.50615    0.482024    0.950406 -0.00555739 -0.00102908   -0.240919    0.442223  -0.0157111  0.00456248   0.0380871   -0.138096   -0.223492
1.3    0.550244    0.480784     0.95214 -0.00717536 -0.00935636   -0.263274    0.438592 -0.00869667 -0.00302959  -0.0235962  -0.0753173   -0.223525
1.4    0.593552    0.480415    0.953236 -0.00398754  -0.0223782   -0.285648    0.425707  0.00099346 -0.00789826     0.04048   -0.138255   -0.223907
1.5    0.634941    0.481086    0.953925 -0.00536752  -0.0307228   -0.307982    0.401913   0.0127278   -0.010987  -0.0212185  -0.0755032   -0.223233
1.6     0.67365    0.483163    0.952895 -0.00744678  -0.0382622   -0.330303    0.371637   0.0294164 -0.00864786  -0.0203787  -0.0752901   -0.223199
1.7    0.708873    0.487258    0.952201 -0.00943888    -0.04578   -0.352622    0.335183    0.051367 -0.00570421  -0.0195414  -0.0750858    -0.22318
1.8    0.740308    0.493655     0.95317 -0.00589318  -0.0478255     -0.3751     0.29486   0.0751337 -0.00790181   0.0433872  -0.0128267   -0.225017
1.9    0.767642    0.502271    0.952396 -0.00154697  -0.0491309   -0.397603    0.252071    0.096465 -0.00656882   0.0435357  -0.0132746   -0.225054
2    0.790575    0.512852    0.952424  0.00574182  -0.0475559   -0.420182    0.207627    0.113565 -0.00610969   0.0747591   0.0173367   -0.225808
2.1    0.808975    0.524798    0.952138   0.0147428  -0.0473941   -0.442806    0.161037    0.123892 -0.00522435   0.0905007 0.000663704   -0.226251
2.2    0.822597    0.537442    0.952263   0.0208325  -0.0444202   -0.465332    0.112758    0.127913 -0.00541115   0.0587504   0.0314058   -0.225151
2.3    0.831436    0.550214    0.952035   0.0251544   -0.039778    -0.48779   0.0656236    0.126748 -0.00475363   0.0424626   0.0467024   -0.224512
2.4   0.835656   0.562657   0.951882  0.0278574 -0.0366454  -0.510226  0.0202187   0.121781 -0.0040762  0.0263651  0.0306975  -0.224325
2.5    0.835461    0.574481    0.952103   0.0275178  -0.0306348   -0.532562  -0.0220495    0.114608 -0.00464096 -0.00570734   0.0621002   -0.223286
2.6    0.831282    0.585492    0.951938   0.0284457  -0.0259539   -0.554933  -0.0599867    0.105441 -0.00425161  0.00952104   0.0462653   -0.223704
2.7    0.823505    0.595472    0.951827   0.0278376  -0.0198001   -0.577261  -0.0937647   0.0941238 -0.00373866 -0.00691588   0.0620665   -0.223271
2.8    0.812634    0.604222    0.951511   0.0271108  -0.0135898   -0.599588   -0.122358   0.0807387 -0.00255886 -0.00760905   0.0621415   -0.223273
2.9    0.798936    0.611334    0.951313   0.0263069 -0.00737054   -0.621916   -0.145242   0.0648434 -0.00167575 -0.00830323   0.0622243   -0.223285
3    0.783235    0.616668    0.951184   0.0254322 -0.00114242   -0.644246    -0.16296   0.0464577 -0.00110306 -0.00899852   0.0623144   -0.223305
3.1      0.76612     0.620087     0.951099    0.0244907   0.00509476    -0.666578    -0.175882    0.0255575 -0.000721416  -0.00969505    0.0624114    -0.223333
3.2    0.748033    0.621549    0.952492   0.0180354  0.00588994   -0.688991   -0.184727    0.005504 -0.00470455  -0.0724029 0.000473868    -0.22423
3.3     0.72929    0.621317    0.951976   0.0107947  0.00597507   -0.711413    -0.18935 -0.00902556 -0.00448986  -0.0724124  0.00121777   -0.224217
3.4    0.710315    0.619877    0.951617  0.00355254  0.00613751   -0.733835   -0.189325  -0.0180146 -0.00293155  -0.0724306  0.00196198   -0.224216
3.5    0.691588    0.617822    0.951382 -0.00369184  0.00637294   -0.756257   -0.184623  -0.0220026   -0.001901  -0.0724571  0.00270644   -0.224225
3.6    0.673701    0.615654    0.951234  -0.0109396   0.0066891    -0.77868    -0.17443  -0.0207834 -0.00126237  -0.0724926  0.00345114   -0.224246
3.7     0.657152     0.613885     0.951135   -0.0181915   0.00707955    -0.801107    -0.158914   -0.0150604 -0.000848982   -0.0725366   0.00419605    -0.224278
3.8     0.642481     0.612941     0.951067   -0.0254483   0.00754412    -0.823537     -0.13783  -0.00513336 -0.000584693   -0.0725891   0.00494112    -0.224321
3.9    0.630274    0.613232     0.95102  -0.0327108  0.00808335   -0.845972   -0.110891  0.00872603 -0.00042022    -0.07265  0.00568634   -0.224375
4     0.621124      0.61513     0.950984   -0.0399799   0.00869705    -0.868413   -0.0778737    0.0261986 -0.000320949   -0.0727194   0.00643165     -0.22444
4.1     0.615657     0.618978     0.950956   -0.0472565    0.0093853    -0.890862   -0.0385436    0.0469699 -0.000264809   -0.0727973   0.00717704    -0.224517
4.2   0.614067   0.624859   0.950063 -0.0516095 0.00860618  -0.912672 0.00464026  0.0695977 -0.0324438  0.0357821  -0.049075  -0.200669
